Gene	WT_RNA_Rep1	WT_RNA_Rep2	WT_RNA_Rep3	Null_RNA_Rep1	Null_RNA_Rep2	Null_RNA_Rep3
RNA5SP325	0	0	0	0	0	0
LOC105378473	1	0	0	0	0	0
SORCS1	235	115	94	40	40	20
LOC105378472	0	0	0	0	0	0
RPL23AP59	0	0	0	0	0	0
LOC102724439	0	0	0	0	0	0
LINC02624	0	0	0	0	0	0
LOC105378469	0	0	0	0	0	0
LOC124902553	0	0	0	0	0	0
LOC105378468	0	0	0	0	1	0
YWHAZP5	372	356	326	492	544	216
PPIAP38	0	0	0	0	0	0
LINC02627	0	0	0	0	0	0
LOC107984266	0	0	1	1	0	0
RNU6-463P	0	0	0	0	0	0
LOC105378467	0	0	0	0	0	0
LOC105378466	0	0	0	0	0	0
LOC105378465	0	0	0	0	0	0
SORCS3-AS1	0	0	0	0	0	0
SORCS3	79	74	32	35	5	7
LOC105378464	0	0	2	0	0	0
LINC02620	0	0	0	0	0	0
LOC124902590	0	0	0	0	0	0
CFAP58-DT	5	5	8	13	10	23
CFAP58	44	45	39	18	15	10
ITPRIP-AS1	1	1	0	1	3	1
ITPRIP	990	667	867	1587	1445	833
GSTO2	245	223	330	233	202	205
MIR4482	8	4	7	8	7	4
GSTO1	2999	3564	4545	5518	6093	4584
LOC124902497	23	13	4	26	29	12
MIR609	0	0	0	0	0	0
LOC751602	0	0	0	0	0	0
CFAP43	34	33	39	12	10	14
SFR1	281	247	310	229	187	147
MIR936	0	0	0	0	0	0
COL17A1	199	69	83	101	71	50
RN7SL524P	1	1	0	2	3	4
SLK	1291	1276	904	1952	1837	669
LOC102724351	16	22	34	17	9	13
STN1	557	651	868	347	353	336
SH3PXD2A-AS1	1	0	0	2	2	3
LOC124902495	4	0	0	0	0	0
SH3PXD2A	1365	1136	1305	1764	1686	976
LOC124902496	2	0	1	4	1	2
NEURL1	51	35	34	1089	1133	1198
NEURL1-AS1	0	0	0	6	4	2
CALHM3	4	2	0	10	11	20
CALHM1	5	8	13	6	9	15
LOC124902494	2	0	0	11	14	24
CALHM2	47	28	55	255	380	344
PDCD11	4653	3128	3380	5802	5641	3149
MIR1307	0	0	0	0	0	0
ATP5MK	1938	1467	2219	2500	2177	1573
TAF5	651	634	679	771	688	512
RNU11-3P	0	0	0	0	0	0
PCGF6	776	544	758	814	714	437
INA	497	418	429	803	959	543
RPEL1	48	53	46	63	50	33
ST13P13	3	7	4	74	39	24
MARCKSL1P1	1	2	1	3	1	3
RPS15AP29	0	0	0	0	0	0
NT5C2	924	857	681	1485	1382	651
CNNM2	963	741	819	683	503	311
LOC107984265	6	5	7	2	3	2
RPL22P17	0	0	0	0	0	0
AS3MT	1	6	2	0	1	4
LOC124902567	0	0	0	0	0	0
BORCS7	90	86	95	131	109	68
BORCS7-ASMT	0	0	1	2	1	2
PTGES3P4	86	63	107	122	57	54
PFN1P11	2	2	4	1	1	1
CYP17A1-AS1	0	0	1	0	0	0
CYP17A1	1	0	0	1	1	0
RNU6-1231P	0	0	0	0	0	0
WBP1L	1326	1152	1265	1507	1746	1015
SFXN2	1077	616	1013	1169	747	621
ARL3	1840	1632	2367	1336	1146	1025
LOC105378460	10	11	3	8	6	0
TRIM8	874	688	917	822	831	526
RNU6-43P	0	0	0	0	0	0
RPL23AP58	0	1	0	1	2	3
SUFU	1420	973	1274	895	700	492
ACTR1A	5753	4892	6286	6132	5909	4181
MFSD13A	216	144	146	186	184	132
LOC124902493	4	4	4	0	1	2
C10orf95	17	10	11	45	51	22
C10orf95-AS1	140	127	230	227	281	218
MIR146B	0	0	0	0	0	0
CUEDC2	1797	1528	1959	1347	1091	1028
FBXL15	341	267	307	400	410	406
PSD	147	80	144	71	80	82
NFKB2	644	728	922	1455	1793	1198
LOC107984263	1	0	0	0	0	0
GBF1	2459	1947	1958	3304	3135	1691
PITX3	9	2	9	10	12	20
ELOVL3	5	19	10	11	0	7
NOLC1	7240	5573	6334	10257	9764	5955
PPRC1	2855	1395	1948	4447	4108	2301
LDB1	3665	2895	3455	3678	2923	2258
HPS6	510	388	498	618	673	472
LOC124902492	0	0	0	0	0	0
LOC101927445	0	0	0	0	0	0
ARMH3	1042	811	964	1079	992	731
KCNIP2	81	69	98	34	9	25
KCNIP2-AS1	6	12	13	6	0	5
OGA	5288	4409	4462	7032	5221	2674
NPM3	1863	1663	2257	2906	2930	2442
FGF8	66	47	40	665	1074	472
LOC105378457	0	0	1	2	0	1
LOC105378458	1	0	0	11	10	5
LOC105378455	0	0	0	0	0	0
LOC105378456	0	0	0	0	2	0
RNU6-1165P	0	0	1	0	2	0
FBXW4	1031	996	1293	1067	1055	585
MIR3158-2	0	0	0	0	0	0
MIR3158-1	0	0	0	0	0	0
DPCD	666	805	854	581	597	531
POLL	1337	1137	1282	1222	1056	895
LOC124902576	0	0	0	0	0	0
RNU2-59P	0	0	0	0	0	0
BTRC	1726	1196	1330	1764	1511	835
RNU2-43P	0	0	0	0	0	0
LOC105378453	3	5	11	12	12	10
LOC124902597	0	0	0	0	0	0
LINC02681	0	0	0	0	2	1
LBX1-AS1	1	0	0	3	4	11
LBX1	1	0	0	2	1	2
LOC124902491	0	0	0	0	0	1
SMARCE1P7	0	0	0	0	2	0
LINC01514	0	0	0	2	4	0
RNY5P7	0	0	0	0	0	0
TLX1	0	0	0	2	3	9
TLX1NB	0	0	0	0	1	0
KAZALD1	23	26	12	39	54	30
LOC107984262	75	59	55	45	23	36
SFXN3	42	42	93	117	126	142
PDZD7	40	40	84	116	75	147
LZTS2	2940	1856	2372	2141	1837	1268
TWNK	1166	796	1105	1622	1480	946
MRPL43	1556	1355	1668	1817	1808	1604
MIR608	0	1	0	0	0	0
SEMA4G	380	357	411	218	152	126
SLF2	1193	931	822	1467	1249	486
PAX2	160	17	15	5	2	3
HIF1AN	2234	1956	2152	2624	2269	1497
NDUFB8	2683	2451	3390	3107	3105	2826
SEC31B	266	288	233	147	105	79
WNT8B	113	28	51	12	26	7
OLMALINC	269	441	475	221	202	199
SCD	25715	30553	30791	24286	25083	14476
PKD2L1	2	2	0	1	8	4
BLOC1S2	1257	983	1268	1725	1658	1052
RNU6-422P	0	0	0	0	0	0
PHB1P9	24	13	25	25	12	8
SNORA12	1	1	0	4	5	0
CWF19L1	920	902	1072	1198	1199	870
CHUK	851	609	598	1041	925	545
ERLIN1	2144	2192	2374	1854	1713	1179
SPCS2P2	0	0	0	1	0	0
TPM4P1	0	0	0	0	0	0
CYP2C23P	1	0	1	1	0	2
MTATP8P4	0	0	0	0	0	0
CPN1	0	2	4	7	4	20
LOC124902583	0	0	0	0	0	0
LOC124902490	0	0	0	0	0	0
DNMBP-AS1	0	0	0	0	0	0
DNMBP	1130	1487	1578	1278	1049	592
NANOGP6	0	0	0	0	0	0
ABCC2	20	36	22	34	25	19
CUTC	787	714	934	663	601	561
EBAG9P1	3	0	2	3	0	1
COX15	1490	1348	1638	1765	1522	1064
ENTPD7	555	374	453	875	994	468
LOC105378450	0	0	0	0	0	0
SLC25A28	354	298	401	568	533	468
LOC124902589	0	0	0	0	0	0
NKX2-3	0	0	0	1	0	0
LINC01475	0	0	0	1	0	0
LOC124902570	0	0	0	0	0	0
GOT1-DT	85	145	134	73	37	35
GOT1	1862	1716	2215	2681	2682	1960
CNNM1	84	95	102	70	111	33
RPL7P36	0	0	0	0	0	0
ARL5AP2	0	0	0	1	0	0
MIR6507	0	0	0	0	0	0
HPSE2	72	12	36	65	56	62
HPS1-AS1	24	17	28	17	18	11
MIR4685	4	0	2	0	0	1
HPS1	1756	1140	1792	1432	1268	1045
MIR1287	0	0	0	0	0	0
PYROXD2	175	340	301	128	111	92
LOC105378449	0	1	1	7	5	5
LOC124902489	2	3	2	5	5	1
LOXL4	65	42	49	108	594	153
R3HCC1L	717	686	648	827	740	475
MIR3085	0	0	0	0	0	0
CRTAC1	37	31	33	57	64	32
GOLGA7B	1	3	1	1	11	10
GOLGA7B-DT	0	0	0	0	0	0
LOC107984260	0	1	2	1	1	0
SFRP5	61	33	52	54	180	90
ZFYVE27	812	686	841	1123	1024	687
MARVELD1	1353	1031	1195	1484	1506	587
AVPI1	172	143	206	149	137	147
PI4K2A	1887	1274	1795	2255	1898	1365
MORN4	801	812	899	301	210	182
C10orf62	0	0	0	0	0	0
HOGA1	24	18	17	15	11	16
ANKRD2	1	2	1	0	0	0
LOC124902488	0	1	0	1	0	1
UBTD1	613	435	626	878	950	858
MMS19	5784	5276	6535	4048	3816	3202
ZDHHC16	1759	1293	1615	1862	1861	1363
EXOSC1	1178	1033	1619	1089	1139	1025
PGAM1	32923	40628	45312	32068	30965	24263
LOC644215	16	14	18	48	28	27
RPL34P20	0	0	0	0	0	0
RRP12	1491	956	1268	3064	3063	2144
LOC105378448	28	27	46	22	17	26
FRAT2	2045	1000	2294	4063	3760	3297
FRAT1	177	130	160	179	192	156
RPL12P27	2	0	0	1	0	1
ARHGAP19	1927	2232	2590	1640	1382	1011
LOC105378447	1	1	0	0	0	0
LOC112268065	0	1	0	0	0	0
ARHGAP19-SLIT1	1	0	0	0	1	0
SLIT1-AS1	0	0	0	0	0	0
SLIT1	178	135	94	16	14	20
HMGN2P35	0	0	0	0	0	0
LCOR	1243	1091	934	1488	1092	547
LOC102723665	39	15	56	34	18	19
MIR607	0	0	0	0	0	0
RPL13AP5	5251	3996	6264	3692	3689	3115
RNU6-1274P	0	0	0	2	0	0
RPS2P36	0	0	0	0	1	0
RNA5SP324	0	0	0	0	0	0
PIK3AP1	65	28	31	313	322	197
LOC105378443	9	7	7	20	18	9
NPM1P26	7	10	4	12	5	5
TM9SF3	3506	3130	3371	5669	4561	2411
TLL2	217	169	311	164	148	121
OPALIN	2	5	2	3	0	0
DNTT	3	3	4	5	5	6
LOC124902487	0	0	0	0	0	2
NPM1P25	0	0	0	0	0	0
BLNK	2	0	2	4	7	3
ZNF518A	1371	1282	838	1319	952	357
LOC124902486	87	86	18	31	32	4
RNU6-271P	0	0	0	0	0	0
MIR3157	0	0	0	0	0	0
CCNJ	1516	1121	1059	1978	1475	711
RPL21P90	0	0	0	0	0	0
CC2D2B	49	28	35	25	36	7
ENTPD1-AS1	1	1	0	1	2	2
ENTPD1	1165	1211	1218	723	623	368
TCTN3	2199	1970	2564	1885	1850	1349
ALDH18A1	4461	4190	5126	5550	5301	3407
RPS3AP36	0	0	0	0	1	0
SORBS1	1345	922	998	1715	1423	675
PDLIM1	3721	3494	5520	5887	7031	4334
ACSM6	9	1	2	1	5	1
PAWRP1	0	1	1	3	2	1
LOC107984257	55	30	40	84	60	26
CYP2C8	31	24	33	34	15	18
CYP2C60P	0	0	0	0	0	0
CYP2C59P	0	0	0	0	0	0
LOC107984256	0	0	0	0	0	0
MTND4P20	0	1	0	0	0	0
CYP2C9	1	0	0	0	4	0
CYP2C115P	0	0	0	0	0	0
RPL7AP52	0	0	0	0	0	0
CYP2C58P	0	0	1	2	1	2
MTND4P19	1	0	1	0	0	0
CYP2C19	0	0	2	1	0	0
CYP2C18	0	1	6	12	8	10
CTBP2P2	0	0	0	0	2	0
HELLS	3200	1904	2709	4306	3048	1807
TBC1D12	127	129	129	273	243	134
NOC3L	936	1068	982	1303	1248	698
PLCE1-AS1	0	0	0	0	0	0
RNU6-657P	0	0	0	0	0	0
HDAC1P1	0	0	0	0	1	0
LOC107984255	1	1	0	1	4	0
PLCE1-AS2	0	0	0	0	0	0
RNY4P26	0	0	0	0	0	0
PLCE1	107	69	63	137	320	80
LOC105378438	0	0	0	1	0	1
PIPSL	166	155	195	191	184	146
SLC35G1	403	290	254	485	394	250
RAB11AP1	0	0	0	0	0	0
LOC105378437	64	69	9	12	2	2
LGI1	695	883	252	148	137	67
LOC101927013	12	5	3	4	4	3
FRA10AC1	377	495	461	409	408	238
PDE6C	3	5	10	10	0	3
RBP4	10	14	5	23	32	37
LOC124902485	0	0	0	0	0	0
FFAR4	7	0	0	5	15	0
LOC105378436	0	0	0	0	0	0
RNA5SP323	5	4	0	3	1	1
CEP55	982	980	923	1008	895	488
MYOF	214	253	151	706	1684	418
RPL17P34	2	11	8	5	3	5
XRCC6P1	0	0	1	6	94	59
NIP7P1	0	0	0	0	0	0
CYP26A1	5931	2261	2943	6511	7863	2932
CYP26C1	4	1	1	0	0	3
EXOC6	558	451	412	420	303	164
HHEX	64	39	59	178	252	110
EIF2S2P3	22	10	12	22	21	12
LOC124902594	0	1	0	1	0	1
RN7SL644P	0	1	0	1	0	0
RPL11P4	0	0	0	0	0	0
KIF11	3636	3057	2386	3370	2502	1130
IDE	2211	1939	1820	3904	3435	1617
LOC124902484	0	0	0	0	0	0
MARK2P9	2	0	6	6	4	1
RNY3P12	0	0	0	0	0	0
MARCHF5	708	722	828	744	646	348
LOC124902483	0	0	0	0	0	0
NHP2P1	9	3	8	6	8	1
EIF4A1P8	1	0	4	3	7	1
SDHCP2	9	7	17	10	11	7
LOC107984254	1	3	4	7	7	4
CPEB3	40	50	73	39	48	33
BTAF1	3572	3785	2228	2557	1980	921
FGFBP3	4744	7293	7718	428	327	299
SRP9P1	2901	2335	2658	2859	2399	1409
TNKS2	3322	3449	2748	3097	2665	1106
TNKS2-DT	19	25	9	10	5	8
LOC124902482	8	4	3	7	4	2
FAF2P1	0	0	0	0	0	0
LOC107984253	0	0	0	0	0	0
GAPDHP28	0	0	0	1	3	0
PPP1R3C	66	137	78	40	33	40
LOC105378433	5	3	2	0	0	0
RPS27P1	0	0	0	0	0	0
HECTD2	596	524	282	368	311	105
HECTD2-AS1	0	0	0	3	2	2
LOC124902480	0	0	0	0	0	0
PCGF5	205	222	224	357	288	205
NUDT9P1	2	0	0	1	1	0
LOC124902481	0	0	0	0	0	0
LOC105378429	0	0	0	0	0	0
DDX18P6	0	0	0	0	2	0
LINC00502	0	0	0	0	0	0
LOC105378430	0	0	0	0	0	0
LOC124902479	0	0	0	0	0	0
LOC107984252	0	0	0	0	0	0
XLOC_008559	0	0	0	0	0	0
RNU6-740P	0	0	0	0	0	0
ANKRD1	54	119	96	317	1962	388
RPP30	1567	1184	1817	1904	1707	1326
HTR7	381	444	577	715	339	156
LOC124902478	9	7	3	8	6	3
LINC02653	0	1	0	0	0	0
LOC105378426	0	0	0	0	1	0
RN7SKP143	1	0	0	2	0	0
SNRPD2P1	0	0	0	0	0	0
LINC01375	0	0	0	0	0	0
LINC01374	0	0	0	0	0	0
MARK2P16	0	0	0	0	0	0
LINC00865	0	1	0	1	2	1
LOC105378424	0	0	0	0	0	0
MTND5P42	0	4	1	1	0	0
KIF20B	1791	1338	616	1591	1010	265
FLJ37201	33	21	18	20	8	6
PANK1-AS1	15	15	21	6	3	7
MIR107	0	0	0	0	0	0
PANK1	1300	1128	1352	1010	879	484
SLC16A12-AS1	0	0	0	0	0	0
SLC16A12	13	17	15	40	25	7
IFIT5	172	222	159	160	154	117
LOC107984251	16	20	21	13	8	6
IFIT1	141	192	170	38	11	32
IFIT1B	0	0	0	0	0	1
IFIT6P	0	0	0	0	0	0
LOC101926887	0	1	1	1	1	0
IFIT3	5	5	2	28	27	12
IFIT2	21	35	12	65	28	30
LOC105378419	1	2	0	2	2	1
LOC124902477	97	110	41	376	219	174
LIPA	573	583	639	731	470	345
CH25H	1	0	2	30	17	11
LOC105378418	0	0	0	0	0	0
LOC100289238	0	0	0	0	0	0
LOC124902552	0	0	0	1	0	0
MIR4679-1	0	0	0	0	0	0
MIR4679-2	0	0	0	0	0	0
LOC124902587	0	0	0	0	0	0
FAS-AS1	0	0	0	4	2	0
FAS	91	83	81	100	91	42
ACTA2	56	83	32	91	1476	346
ACTA2-AS1	0	0	0	1	3	0
STAMBPL1	79	57	93	120	100	64
LOC124902551	0	0	0	0	0	0
PTCD2P2	0	0	0	0	0	0
ANKRD22	0	0	0	1	1	0
LIPM	0	0	0	0	1	1
RCBTB2P1	0	0	0	0	0	0
LIPN	0	0	0	1	0	0
KRT8P38	0	0	0	1	0	0
LIPK	0	0	0	0	0	0
NAPGP1	0	0	0	0	0	0
LIPF	0	0	0	1	0	0
RPL7P34	0	0	0	0	0	0
LIPJ	12	16	17	7	5	9
VN1R55P	0	0	0	0	0	0
RNLS	141	139	160	155	132	85
LOC101929727	0	0	0	3	0	0
LOC105378416	1	0	0	0	0	0
LOC105378415	0	0	0	0	0	0
LOC105378414	0	0	0	2	1	3
LOC124902476	1	5	4	5	1	2
PAPSS2	642	821	793	2708	2328	1460
RPS26P38	0	0	0	1	0	0
LOC105378412	0	0	0	0	0	0
MINPP1	1009	793	849	1074	893	551
MIR4678	1	0	0	1	0	0
LOC112268064	15	6	4	7	8	1
LOC112268063	137	121	147	163	122	71
FAM245A	0	0	0	0	0	0
CTSLP1	3	5	7	4	0	10
NPAP1P3	0	0	1	0	0	0
NUTM2D	323	140	173	227	135	95
LINC00863	420	246	201	293	232	129
NUTM2A-AS1	336	289	340	429	384	248
NUTM2A	269	116	137	188	112	81
LOC105378410	1	4	0	0	0	0
LOC124902475	9	9	11	10	8	6
RN7SL733P	0	0	0	0	0	0
SHLD2	1229	1048	1015	1578	1301	685
GLUD1	3873	3760	4248	5569	5245	3655
RNU6-529P	0	0	0	0	1	0
FAM25A	0	1	0	0	0	0
BMS1P3	0	0	0	0	0	0
LOC124902474	3	1	2	1	0	2
AGAP11	137	100	138	140	102	91
ADIRF	3	4	0	0	2	2
ADIRF-AS1	61	97	122	68	61	35
SNCG	226	316	335	1210	995	1042
MMRN2	55	35	51	274	179	138
RNU1-19P	0	0	0	0	0	0
RPAP2P1	1	0	0	3	1	0
BMPR1A	2574	2999	2353	4506	3547	1939
LDB3	21	28	14	37	32	16
LOC105378409	0	0	0	0	0	0
OPN4	0	0	0	0	0	0
RPL7AP8	0	0	0	0	0	0
LOC105378406	0	0	1	0	0	0
LOC105378407	0	0	0	0	0	0
LOC105378408	0	0	0	0	0	0
RNU6-780P	0	0	0	0	0	0
WAPL	2892	2288	2102	3724	2918	1374
LOC124902473	0	0	0	1	0	1
MIR346	0	0	0	0	0	0
RNA5SP322	0	0	0	0	0	0
RN7SKP238	0	0	0	0	0	0
GRID1	49	24	28	18	52	24
GRID1-AS1	0	0	0	0	0	0
RNU6-325P	0	0	0	0	0	0
LOC105378404	0	0	0	1	1	1
LINC01520	0	0	0	0	0	0
LOC101929662	0	0	0	0	0	0
LINC02647	0	0	0	0	0	0
LOC105378403	0	0	0	0	1	0
LOC105378402	0	0	0	0	0	0
LINC01519	0	0	0	0	0	0
LOC105378401	0	0	0	0	0	0
LOC107984249	1	0	0	0	0	0
LOC105378400	1	1	0	0	0	0
LOC124902550	0	1	0	2	1	2
RPS3AP5	3679	3585	3962	3459	3238	2545
CACYBPP1	0	0	0	0	0	0
TNPO1P1	35	32	8	51	42	17
RPL12P29	0	1	0	0	0	0
CCSER2	706	656	510	690	640	289
LINC00858	41	38	29	62	32	40
RGR	1	1	1	0	0	0
LRIT1	2	3	1	4	3	1
LRIT2	4	0	3	2	0	1
CDHR1	543	409	532	436	303	320
C10orf99	0	0	0	0	1	0
CERNA2	3	11	0	3	1	0
GHITM	4089	3804	4710	7512	7236	4866
HMGN2P8	0	0	1	0	0	0
RNU1-65P	0	0	0	0	0	0
LOC105378399	0	0	0	0	0	0
LOC105378398	0	0	0	0	0	0
LOC107984181	0	0	0	1	0	0
RNU6-129P	0	0	0	0	0	0
LINC02650	0	0	0	0	0	0
LOC105378396	0	0	0	0	0	0
LOC105378393	0	0	0	0	0	0
LOC105378394	0	0	0	0	0	0
MARK2P15	0	0	0	1	0	0
LOC105378392	0	0	0	0	0	0
LOC107984187	0	0	0	0	0	0
RNU6-478P	0	0	0	0	0	0
RNU6-441P	0	0	0	0	0	0
NRG3-AS1	0	0	0	0	0	0
LOC124902472	5	1	2	17	10	5
NRG3	124	128	93	57	67	28
LOC124902549	2	1	3	5	1	2
LOC105378390	0	0	0	0	1	0
RPA2P2	3	0	2	6	1	2
WARS2P1	0	0	0	0	0	0
FARSBP1	0	0	0	0	0	0
RPS7P9	0	0	0	0	0	0
LINC02655	0	0	0	0	0	0
LOC105378387	0	0	0	0	0	0
SH2D4B	3	0	3	8	34	12
TSPAN14-AS1	0	0	0	0	0	0
LOC124902471	23	18	21	43	29	22
TSPAN14	3406	2217	2789	3137	2777	1522
PRXL2A	3114	3439	4047	2635	2509	1768
DYDC2	130	83	137	58	64	46
DYDC1	1	1	1	3	2	0
ZNF519P1	0	0	0	0	0	0
MAT1A	16	5	31	27	20	36
LOC100130698	0	0	0	0	1	0
EIF5AP4	358	258	379	610	569	380
LOC124902470	0	1	0	0	2	0
RPS12P2	0	0	0	0	0	0
LINC00857	3	3	2	28	40	30
ANXA11	1315	1044	1773	3435	3700	2642
PLAC9	55	29	60	42	53	23
RPL22P18	0	0	0	0	0	0
TMEM254	792	724	875	633	484	328
TMEM254-AS1	85	86	84	81	61	51
C1DP4	0	0	0	0	0	0
C1DP2	0	0	0	3	1	0
C1DP3	0	0	0	0	1	0
DPY19L2P5	0	0	0	0	0	0
ZNRF2P3	1	0	0	0	0	0
SFTPD	14	8	16	15	16	7
MBL1P	5	6	7	31	31	15
BMS1P21	11	6	3	10	10	1
PGGT1BP2	9	6	7	4	12	6
CTSLP6	3	4	5	4	0	7
NPAP1P2	0	0	1	0	0	0
LOC100421010	0	0	0	0	0	0
NUTM2E	272	109	113	182	121	67
LOC642361	73	42	30	39	58	20
NUTM2B	338	150	113	216	129	72
NUTM2B-AS1	412	386	510	460	382	279
BEND3P3	115	156	102	92	56	27
LOC124900288	6	1	4	4	5	1
LINC02679	0	1	1	0	0	1
SFTPA1	0	0	2	0	0	0
LOC124902469	1	0	0	0	0	0
SFTPA3P	0	0	0	0	0	0
MBL3P	2	2	2	5	3	3
SFTPA2	2	1	2	0	0	2
RPS12P18	0	0	0	0	0	0
EIF5AL1	860	701	1037	1484	1412	955
LOC729815	0	0	0	0	0	0
TPRX1P1	0	0	0	0	0	0
LOC105378383	4	1	4	2	8	3
ZCCHC24	729	520	660	673	853	470
PPIF	2855	1946	2818	7301	7255	4786
ZMIZ1	4030	2744	3147	4396	3824	1933
LOC112268062	1	1	6	1	2	3
ZMIZ1-AS1	4	3	5	5	7	6
LOC105378379	0	0	0	0	1	0
LOC107984246	4	3	1	3	6	5
LOC105378378	1	1	0	1	1	2
LOC107984245	1	0	0	10	16	6
LOC124902568	0	0	0	0	0	0
LOC124902468	1	0	0	0	0	0
LINC00595	0	0	0	0	1	1
LINC00856	0	0	0	0	0	0
LOC124902467	2	0	0	1	2	0
LOC105378375	5	0	0	1	1	0
GNAI2P2	0	0	0	0	0	0
RPS24	30087	28088	41529	33485	34339	27005
POLR3A	2274	1631	1767	2586	2464	1346
H2AZP5	0	1	0	0	3	1
DLG5-AS1	59	36	71	78	65	35
RN7SL284P	0	0	0	0	0	0
LOC101929347	0	1	0	0	0	0
DLG5	4314	2392	2469	6159	5614	2303
IMPDH1P5	5	7	10	25	29	8
RNU6-1266P	0	0	0	0	0	0
RBBP6P1	0	0	0	0	0	0
LOC399783	204	152	97	253	158	68
LOC105378372	0	1	0	5	1	1
LOC124902465	0	0	0	0	0	0
RNA5SP321	0	0	0	0	0	0
LOC124902464	1	0	0	1	0	0
COX6CP15	0	0	0	0	0	0
KCNMA1-AS3	0	0	0	0	0	0
KCNMA1-AS2	0	0	0	0	0	0
LOC124902466	0	0	0	0	1	0
KCNMA1-AS1	1	0	0	0	0	0
KCNMA1	135	22	69	68	75	45
ATP5MC1P8	0	0	0	0	0	0
LOC112268057	0	2	0	0	0	0
LOC124902462	0	1	0	0	0	1
RNU6-673P	0	0	0	0	0	0
RN7SL518P	0	0	0	0	0	0
LOC124902463	0	0	0	0	0	1
LOC105378367	1	0	0	0	1	0
MIR606	0	0	0	0	0	0
LRMDA	12	10	7	6	17	11
LOC107984293	0	7	1	0	2	0
LOC101929234	7	9	0	4	3	3
ZNF503-AS2	93	86	19	12	36	13
LOC124902461	22	19	1	14	1	4
SPA17P1	0	0	0	0	0	0
ZNF503-AS1	2	0	1	4	5	4
ZNF503	458	525	144	109	239	127
HMGA1P5	0	0	0	0	0	0
RPL39P25	0	0	0	0	0	0
COMTD1	370	225	384	695	842	681
VDAC2	5099	5453	6974	8086	8689	5563
RPS26P42	0	0	0	0	0	0
LOC124902460	0	1	0	0	0	0
SAMD8	799	1106	1056	926	753	433
DUSP13	51	73	87	137	74	79
PPIAP13	1	2	4	4	2	4
LOC124902459	0	0	1	0	0	0
FAM32CP	0	0	0	0	0	0
POLR3DP1	0	0	0	1	0	0
NDUFA8P1	0	0	0	0	0	0
LOC124902457	2	2	4	0	0	1
MRPL35P3	0	1	0	0	1	0
LOC102723439	0	0	0	0	0	0
RAB5CP1	0	0	0	0	0	0
RPSAP6	1	0	1	1	0	0
TIMM9P1	0	0	0	0	0	0
LOC124902456	6	3	1	8	8	3
ADK	894	779	962	747	677	470
AP3M1	2372	2116	2133	2521	2023	1199
LOC124902458	0	0	0	0	0	0
LOC124902455	1	0	5	13	11	7
VCL	11338	9705	10493	16262	16784	7838
C10orf55	2	5	8	4	1	5
PLAU	294	268	404	454	517	262
LOC124902454	0	1	1	0	0	0
CAMK2G	1920	1466	2009	1895	1494	982
NDST2	938	634	769	745	681	404
ZSWIM8-AS1	7	2	9	15	3	7
ZSWIM8	989	651	702	1032	951	516
CHCHD1	1361	1111	1990	1701	1636	1299
LOC107984243	104	75	131	96	52	53
FUT11	426	891	622	231	259	170
SEC24C	3892	3245	3778	5553	5394	3130
LOC124902453	195	179	313	236	241	182
DUSP8P5	105	81	54	75	52	33
GLUD1P3	28	27	11	27	19	10
RNA5SP320	0	0	0	0	0	0
BMS1P4	17	13	8	19	7	5
AGAP5	2	9	11	5	6	2
BMS1P4-AGAP5	44	41	19	21	32	11
SYNPO2L-AS1	0	0	1	1	0	0
SYNPO2L	2	5	2	7	27	9
MYOZ1	6	22	48	39	38	77
RPS26P41	1	0	0	0	0	0
RNU6-883P	0	0	0	0	0	0
USP54	1721	1485	1232	1490	1230	627
PPP3CB-AS1	19	26	24	25	15	15
PPP3CB	1180	983	1261	1351	1168	743
MSS51	40	57	89	59	41	31
RPL26P6	2	8	9	6	4	2
ANXA7	2380	2352	2986	4408	4417	3045
LOC124902577	0	0	0	0	0	0
RNU6-833P	0	0	0	0	0	1
CFAP70	42	23	25	29	29	20
MRPS16	3463	2633	3690	4327	3735	2607
DNAJC9-AS1	110	88	134	93	71	54
DNAJC9	967	776	882	975	969	604
EIF4A2P2	1	0	1	2	4	0
LOC105378358	0	0	2	1	0	1
FAM149B1	426	463	425	312	246	169
LOC124902452	2	4	1	6	1	2
ECD	1731	1485	1920	2275	2277	1515
SNORA11F	14	17	14	30	20	9
NUDT13	120	118	149	145	150	108
P4HA1	1513	4378	2736	1146	1271	774
RPL17P50	43	41	71	18	16	17
LOC124902451	0	0	0	0	0	0
PLA2G12B	5	2	4	15	25	12
NPM1P24	120	116	143	165	110	84
OIT3	0	0	0	7	12	0
LOC124902450	3	3	1	12	4	1
MIR4676	0	0	0	0	0	0
MCU	1467	1425	1814	1507	1444	872
HMGN2P34	0	0	0	0	0	0
RN7SL840P	0	0	0	0	0	0
SNX19P4	0	0	0	0	0	0
RNU6-805P	0	0	0	0	0	0
MICU1	1593	1590	1863	1446	1304	1077
DNAJB12	812	587	689	955	1047	541
DDIT4	2190	7461	7460	1174	1169	1361
LOC124902449	3	5	2	5	1	1
ANAPC16	2081	2331	3293	1736	1476	1210
RPL15P14	10	6	9	30	14	8
LOC124902572	0	0	0	0	0	0
ASCC1	987	1006	1249	833	789	627
SPOCK2	51	47	42	85	71	70
LOC124902448	0	0	0	0	0	0
CHST3	374	256	267	328	390	166
LOC124902447	2	2	3	2	2	0
RNU7-38P	0	0	0	0	0	0
