Gene	  Oocyte	 Zygote	2cell 	4cell 	8cell 	Morulae	Trophectoderm	Primitive 	epiblast	hESC p0	hESC passage10
MIR548J	0	0	0	0	0	0	0.333	0	0	0.861	0
ACTR3	23.609	57.544	44.037	33.474	30.043	58.732	92.887	98.618	71.712	58.998	68.709
UGCG	54.636	23.616	7.777	9.059	7.634	5.978	182.728	32.103	107.136	22.401	8.732
ZAP70	0	0	0	0.087	0	0	0	0	0	0	0
ZNF485	1.064	1.373	0.938	4.637	1.774	5.262	1.262	0.527	13.134	2.922	2.503
LPP	2.299	3.655	2.302	2.407	1.64	3.068	6.633	5.287	10.693	4.853	6.617
PTPRCAP	0	0	0.087	0.022	0	0.664	0	0	0	0.623	1.277
IL12RB1	0.086	0.195	0.169	0.428	0.413	0.695	0.512	0.062	0.66	0.578	0.461
ATRX	28.806	32.534	23.02	9.707	9.495	6.098	10.218	10.158	15.346	17.505	20.08
CHST8	0	0	0	0	0.056	0.189	1.043	2.375	0.839	6.338	4.978
C14orf109	0.504	16.185	9.221	18.114	12.354	40.563	11.982	18.765	8.76	6.234	11.163
ARV1	36.548	16.844	11.203	13.042	1.548	5.553	11.875	5.667	14.759	8.708	11.86
SNORD83A	0	0	0	0	0.248	0.233	0	0	0	0	0
COX5A	3.39	7.704	3.607	5.782	31.486	74.1	328.76	326.06	298.791	199.717	167.197
NMB	0	0	0.047	0.021	0.599	0.451	0	0	0	5.371	10.801
EIF6	5.142	10.76	8.066	16.01	76.956	172.815	130.595	137.773	102.428	171.289	197.433
GSTA1	0	0	0	0	0	0	0.025	0	1.686	0	0
POLR2L	1.493	4.604	5.89	4.02	160.129	260.142	54.229	189.05	85.331	97.791	146.305
SEMG1	0	0	0	0	0	0	0	0	0	1.019	2.193
MPPED2	0.035	0.11	0.067	0.109	0.309	0.481	0.55	0.043	0.227	1.068	3.093
PPIAL4A	1.249	0.069	0.326	1.4	0.693	1.74	16.834	2.873	12.224	2.521	1.358
TRAF3IP2	105.738	64.784	61.396	86.14	9.342	0.421	4.245	5.846	2.797	3.816	6.034
CHRDL1	4.006	2.719	1.255	0.017	0.083	0	0	0	0	0.504	3.432
WNK2	0.034	0.286	0.266	1.214	0.164	0.086	0.024	0	0.524	0.621	0.727
LAMA2	4.502	2.504	1.315	1.815	0.625	0.736	0.047	0	0	2.994	0.984
LILRA4	0	0	0	1.657	4.326	3.544	0	0	0	0	0
PXT1	0.048	0	0.021	0.063	1.66	1.033	0	0	0	0	0
FOXD4L3	0	0	0	0	0.028	0.208	0	0	0	0.019	0
RLBP1	0	0	0	0	0	0.02	0	0	0	0	0
SLTM	25.674	19.793	7.27	5.088	32.407	58.45	54.551	52.092	68.713	115.227	94.188
APOBEC3D	0.26	0.422	0.404	0.422	1.08	1.52	0.925	1.585	6.916	1.763	1.824
RENBP	0	0	0	0	0.026	0.026	0	0.253	0	0.235	0.02
ATXN7L1	2.62	2.381	2.046	2.1	0.764	1.278	0.507	0.542	1.942	1.816	3.282
NID1	0.041	0	0.028	0	0.065	0.438	34.645	31.87	55.248	3.237	1.24
TUBGCP3	12.757	9.177	4.003	6.901	3.224	2.177	4.278	7.611	3.395	5.539	6.033
ITIH5	9.497	6.508	5.43	14.056	5.401	0.837	0.73	2.098	4.058	0.555	0.93
CCDC110	0.132	0.091	0.171	0.044	3.126	4.415	0	0	0	0.767	0.443
NBEAL1	3.197	3.452	2.254	2.237	0.672	1.154	0.808	0.106	0.956	0.463	0.432
MGC87042	0.121	0.561	0.217	0.021	0.737	2.903	1.387	2.695	0.974	4.87	2.67
FAM115C	0.538	0.176	0.211	0.43	0.148	0.251	0.443	0	0.118	0.043	0.09
HOXC13	0.227	0.047	0.131	0.799	10.324	6.083	4.242	0.956	0.078	0	0
TFDP2	2.207	2.108	1.776	2.546	16.469	27.348	13.05	3.376	5.602	23.226	27.259
HCP5	0	0	0	0	0	0.123	0	0	0	1.794	0.47
POLI	6.431	2.339	1.65	1.525	2.326	1.887	1.851	3.741	1.648	4.589	3.186
UCN	0	0	0.082	0	0	0	0	0	0	0	0
CPSF4L	8.675	10.2	9.408	21.132	2.209	0.133	0.101	0	0.31	0.012	0.016
ZNF764	2.255	6.398	3.713	3.773	6.424	9.93	2.006	1.053	0.059	1.351	0.669
C16orf92	0	0	0	0	0	0.009	0	0	0	1.392	0.872
LOC100192204	0.258	0	0.087	0.984	9.031	3.207	1.387	0.631	0.864	0.581	0.315
C8orf45	0.703	0.748	0.503	1.107	0.922	0.552	0.281	0.361	0.425	0.321	0.72
FHL3	1.206	0.623	1.348	3.543	1.335	1.006	3.06	8.656	10.388	5.564	10.468
NCRNA00230A	0	0	0	0	0	0	0	0	0	0	0
SPATA5L1	7.6	2.978	1.714	6.333	29.556	26.773	12.805	7.173	1.62	2.655	4.06
MMRN2	0	0	0	0.071	0.158	0.835	0.006	0.272	0	1.62	0.01
NDST1	0.083	1.335	1.049	2.334	4.504	2.353	1.5	1.266	0.718	2.277	1.944
NMS	0	0	0	0	0.534	0	0	0.043	0	0	0
COL20A1	0	0	0	0	0.009	0	0	0	0	0	0
ZNF248	0.379	0.395	0.281	0.981	0.023	0.079	0.209	0.263	3.256	2.135	1.433
PELP1	4.037	4.715	3.749	3.436	1.611	4.343	14.051	13.748	5.517	13.086	13.005
MBL2	0	0	0.053	0.099	0.005	0	0	0	0	0.018	0
RNF41	14.761	14.304	11.191	17.071	7.949	8.271	10.488	9.34	10.709	27.007	12.993
C5orf24	0.419	0.503	0.3	0.443	1.914	6.445	2.685	0.227	1.559	1.5	1.849
THOC5	0.425	1.101	1.299	3.341	40.119	30.644	5.328	15.925	29.448	10.714	22.35
SERINC3	50.452	40.727	45.648	39.295	22.722	40.228	40.463	32.623	21.908	38.202	25.727
C11orf75	26.748	7.758	21.031	3.745	2.364	3.837	7.14	4.058	12.942	18.119	18.257
HIST1H2AA	4.332	1.425	1.611	4.917	6.044	10.988	3.389	0	1.151	0	0.067
KCNJ18	4.4	0.352	0.742	2.233	0.005	0.161	0	0	0	0.41	0.013
FKBP7	0	0	0.019	0	0.197	0.429	0	0.082	0	1.847	2.78
STRADB	11.054	13.395	6.879	8.03	3.93	2.697	14.026	6.739	13.536	15.476	9.515
DDOST	6.023	9.394	6.193	7.728	9.969	8.289	52.328	75.817	16.098	61.416	53.691
GPNMB	1.566	1.165	0.867	1.664	0.987	5.725	0.406	5.499	0	0	0.172
LOC727849	0.079	0.252	0.325	0.229	0.456	0.179	0.617	0.507	0.829	2.196	3.894
TTF2	38.396	27.947	21.215	33.288	6.501	7.123	7.382	3.005	4.406	16.314	17.032
KCNT1	0	0.332	0.247	0.506	0.253	0.185	0	0	0	0	0
SLC39A14	52.99	33.418	23.188	11.757	1.783	18.613	18.487	27.844	6.429	33.821	30.576
NGRN	24.104	51.719	43.762	57.446	167.495	219.865	94.301	84.982	55.832	119.757	124.276
FAM164A	13.251	8.632	5.306	3.189	5.046	6.826	1.753	0.301	0.74	6.213	6.48
GPR137B	49.536	51.11	36.59	24.863	5.639	0.355	0.007	0	0	3.919	0.756
MECP2	5.739	6.74	5.167	5.376	1.193	0.419	0.275	0.532	0.097	1.68	2.057
NCRNA00284	0	0	0	0.017	0	0	0	0	0	0	0
PSMA1	15.107	5.262	4.677	3.514	22.66	62.04	230.462	236.843	264.787	186.942	198.951
C16orf73	0.275	0.342	0.221	0.523	1.946	6.35	0	0	0.076	1.526	0.424
BCO2	0	0	0	0	0.219	0	0	0	0	0.033	0.011
CXorf49	0.072	0	1.049	0.269	17.849	9.099	0.069	1.449	4.548	0	0.007
TMEM60	191.032	139.27	118.285	82.583	20.197	10.091	4.306	15.166	4.081	32.361	23.455
NOS1	0	0	0	0.035	0.195	0.216	0	0	0	0.049	0.025
RAB7L1	133.891	30.75	31.731	31.822	9.281	65.624	2.858	3.018	9.098	23.529	15.403
YBX2	4.715	47.629	67.516	35.071	13.679	2.053	0.286	0	1.226	5.631	3.824
HLA-H	0	0	0	0	0.008	0.081	0.092	0.015	0.732	2.044	2.534
SNORA5A	0	0	0	0	0.346	0	0	0	0	0	0.097
FUBP3	4.193	11.444	7.273	10.027	8.678	7.77	13.17	8.002	7.587	7.128	5.408
ABCG1	0	0	0	0.012	0.061	0	0	0	0	1.014	0.063
ACACA	1.155	1.373	0.955	2.14	1.799	2.812	3.804	2.622	2.25	3.268	3.61
ARL11	0	0	0.026	0.019	0.38	0.492	0.497	0	0.129	0.439	0.352
ATOH1	0	0	0	0	0	0	0	0	0	1.167	0.418
ODF1	0	0	0.044	0	0	0	0	0	0	0	0
CREB3L3	1.256	0.853	0.97	2.408	1.511	0.86	0.013	3.544	0.362	0.018	0.122
TMEM127	2.517	5.746	3.997	3.859	5.358	9.304	8.423	9.015	4.988	8.302	5.089
DSCAML1	0.286	0.506	0.368	0.782	0.131	0.023	0.049	0	0.617	0.383	0.007
LYPLA1	3.501	2.31	0.801	1.361	24.45	29.403	96.355	119.718	159.98	81.533	59.594
PLN	0	0	0	0	0.567	0.486	0	0.016	0	0	0.013
ZNF890P	0.238	0.647	0.432	2.084	1.238	0.946	0	0	0	0	0.182
PRDM9	0	0	0	0.033	0.268	0	0	0	0	0	0
LOC100286844	0.717	0.884	0.571	0.974	0.855	2.539	0.19	0.306	0.461	0.096	0.258
INTU	0.402	0.626	0.293	1.654	2.481	3.051	1.272	0.236	0.147	4.414	6.072
LNPEP	1.439	3.203	2.151	2.042	1.856	0.492	0.274	0.06	0	0.019	0.54
YARS2	102.839	85.126	70.831	70.039	41.596	28.724	18.527	14.706	30.372	32.391	20.665
APCDD1L	0	0	0	0.04	0	0	0	0	0	0.42	0.724
ZCCHC4	8.051	9.085	5.922	15.157	3.575	4.184	2.298	7.948	0.644	3.012	2.671
FBXO22	0.837	0.985	0.551	1.02	2.776	5.237	24.178	34.844	22.969	21.117	14.211
TTLL13	0	0	0	0.04	0	0.009	0.111	0	0	0	0.088
ZNF669	2.38	3.386	4.711	4.648	87.257	35.533	5.651	0.836	5.656	13.875	10.553
PTGDR	0	0.172	0.021	0.151	0.119	0	0	0	0	0.14	0
CCDC39	15.828	17.052	12.531	5.754	1.402	0.508	0	0	0	0.377	0.144
DDX27	31.684	36.907	31.916	29.219	22.242	40.943	38.722	17.956	44.671	21.113	35.402
GJB6	0	0	0	0	0	0	0	0	0	0	0
ASB8	127.652	90.592	65.492	78.258	21.597	19.505	14.489	22.59	12.908	4.79	9.061
PLP2	0.048	0	0	0.058	0.661	0.343	0.262	11.606	0	6.891	4.188
COQ7	2.754	5.876	4.505	5.535	15.32	9.895	8.374	10.925	4.245	4.849	3.514
C1orf101	0	0	0.017	0	0.035	0.008	0	0	0	0	0
RERG	1.122	3.975	1.842	1.655	0.284	0.588	1.685	6.118	1.726	0.046	0.104
CHMP5	39.78	18.354	11.764	32.938	86.604	95.073	55.195	54.289	26.47	52.633	28.435
FAM192A	14.871	22.969	18.888	30.092	18.368	29.316	15.668	16.56	21.108	20.66	22.719
OR56A1	0	0	0	0	0	0.164	0	0	0	0	0
THAP11	2.794	7.065	6.497	13.098	172.883	80.966	20.85	24.441	40.08	51.366	48.015
ZNF43	1.962	1.808	2.277	1.713	5.151	8.892	5.907	2.471	4.406	2.355	3.438
ZRANB3	1.796	1.995	0.941	2.029	3.834	1.636	2.766	2.038	2.178	2.859	2.454
KRT13	0	0.078	0.05	0	0	0	0	0	0	0	0
MRPL19	6.598	6.502	4.066	5.161	12.354	9.793	17.272	16.498	21.253	16.08	12.343
RBBP9	0.247	0.113	0.127	0.227	1.332	3.258	1.47	1.625	6.885	1.357	2.308
SPATA17	0.216	0.099	0.022	0.133	0.669	1.196	1.129	0.261	0	0.505	0.682
LOC100128081	0	0.072	0.018	0.008	0.019	0	0.019	0	0	0.037	0.086
PAFAH1B1	5.467	18.075	7.844	7.71	23.79	27.826	24.663	18.734	25.59	18.283	12.051
MAGEE1	0.077	0.321	0.221	0.371	0.174	0.276	0	0	0	1.472	0.427
OSTF1	103.738	21.18	12.35	37.549	19.534	9.542	22.325	18.517	15.294	14.401	12.296
ZNF321P	0.1	0.217	0.078	0.259	1.797	1.844	1.391	0.456	0.026	1.211	1.448
CNTN4	12.087	4.875	3.328	5.169	1.154	2.349	0	0	0	0.089	0.348
RAP1GAP2	0.716	1.293	1.208	2.031	0.591	0.876	1.304	1.771	0.746	4.877	4.385
ZNF154	0	0	0	0	0	0.168	0.144	0	0.038	0.355	2.302
C3orf64	6.251	14.983	7.986	11.717	9.552	3.925	4.325	0.743	0	1.876	0.679
SYT5	0	0.528	0.485	0.884	0.305	0.018	0	0	0	0.168	0
FLJ10357	0	0	0	0	0.007	0.055	0	0	0	2.443	2.453
PON1	0.911	5.785	2.611	6.75	1.475	0.306	0	0	0	0.991	1.849
ATP4A	0	0	0.022	0.044	0.02	0	0	0	0	0	0.278
SNAR-D	0	0	0	0	0	0	0.024	0	0	0	0
GNPDA1	54.343	70.355	38.151	25.802	7.702	13.509	93.449	62.289	50.56	75.064	57.63
MGAT1	0.872	1.132	0.863	1.711	9.482	12.358	18.1	13.988	18.731	17.712	15.003
SLC35B2	11.12	3.883	3.776	3.087	1.869	4.424	16.075	13.376	13.95	22.046	11.805
PGAP2	33.555	29.754	23.549	39.245	20.742	36.491	31.455	23.047	8.327	22.726	34.875
CHEK1	202.078	236.765	279.674	226.978	39.111	39.928	24.598	15.483	18.534	56.458	42.874
MIER3	1.604	5.112	2.919	3.175	3.34	4.089	1.854	0.605	3.76	1.501	1.309
LOC374443	12.273	21.324	11.506	18.885	3.357	1.655	0.054	1.624	0	0.566	1.502
ZNF8	1.274	2.424	1.12	3.676	7.541	3.392	2.683	2.818	0.055	1.128	3.173
LOC388630	0	0	0	0.071	0	0.011	0	0	0.359	0.234	0.069
CKB	2.671	23.762	17.481	12.073	12.269	16.649	65.6	65.482	121.934	78.12	123.077
RTN3	22.181	28.653	25.533	22.852	20.489	24.75	27.851	23.789	18.656	41.699	69.288
INSC	6.55	3.985	1.676	6.988	1.179	0.04	0.034	0.054	0	0.015	0.006
FZD2	0	0	0	0	0	0.007	0	0	0	3.047	5.012
PART1	0.336	0.575	0.501	0.709	0.491	0.329	0.169	0	0.135	0.199	0.046
PSMB6	137.628	43.858	55.228	149.152	251.133	407.182	365.41	408.032	333.262	423.591	389.191
MRAP2	1.173	0.138	0.036	0.084	0.038	0.05	0.901	0.015	2.103	6.34	4.672
PCDHB8	0	0	0	0	0.017	0	0	0	0	0.042	0.064
PHC3	1.087	2.099	1.39	3.12	3.95	3.362	0.831	1.262	1.027	1.377	0.942
NOVA2	0	0	0	0	0	0	0	0	0	0.733	1.046
PPP1R8	3.124	7.363	4.748	8.8	41.077	87.496	31.623	20.951	43.671	20.963	22.099
TNFRSF11B	0	0	0.038	0.039	0.054	0	0	0	0	5.139	3.034
GOLPH3	22.964	40.607	30.764	35.91	27.621	30.348	44.228	34.934	39.961	33.183	17.625
UBLCP1	100.251	99.842	46.936	37.133	15.845	13.545	20.009	18.208	17.645	53.45	64.352
TTLL1	9.59	5.499	3.168	5.944	2.954	2.23	0	0	0	2.823	0.693
LOC100132774	1.46	1.886	2.103	2.205	3.201	5.041	2.585	0.685	1.604	5.49	2.876
LOC646999	0	0	0	0	0	1.998	0.014	0	0	0.012	0
TLX1NB	0	0	0	0	0.032	0	0	0	0	0	0
ZPBP2	2.325	1.663	1.153	0.71	0.131	0.858	0	0	0	0	0
HSD17B11	0.567	0.369	0.313	0.238	2.197	2.748	14.34	14.085	4.103	9.036	8.089
C9orf50	0	0	0	0	0	0	0	0	0	0	0.362
KIF18B	0	0.751	0.628	2.108	1.113	0.32	1.429	0	0	0.594	0.08
HDGFL1	0.334	1.151	0.339	0.839	0.276	0.105	0.228	0	0	0	0
DHDDS	0.697	3.815	3.037	5.327	7.818	11.021	7.742	3.009	4.795	6.777	6.865
CTSW	0	0	0	0	0.679	1.109	0	0	0	0	0
NEFM	76.234	64.7	63.195	96.167	76.287	68.328	0.006	0.024	0.179	15.86	17.486
TNNC2	0	0	0.157	0	13.199	1.043	1.036	0	7.521	6.162	3.504
DEM1	41.155	63.178	55.355	65.627	18.255	14.483	1.274	0.051	3.108	1.714	15.68
MRPL28	0.165	0.7	0.666	1.293	14.716	57.551	101.4	94.846	42.502	58.073	74.983
SYN1	0.075	0.041	0.05	0.146	0.15	0	0	0	0	1.366	1.189
LOC641298	1.376	1.78	1.542	2.128	10.462	6.739	7.174	2.713	5.897	6.965	7.771
PIGV	26.765	16.825	8.533	15.644	4.593	10.351	4.666	0.553	3.67	2.929	5.865
ZIM2	86.801	47.125	26.92	43.037	3.369	5.542	0.099	0	0	0.498	0.682
SNORA63	0.623	0.665	1.31	1.047	4.576	5.813	2.041	0	0	1.669	1.554
APBB1	1.222	1.278	0.457	2.386	0.74	0.973	13.151	0.075	0	5.612	13.667
SND1	7.267	8.629	6.168	17.339	7.4	6.716	15.498	46.465	11.681	17.112	37.579
C1orf123	9.466	14.247	11.015	30.303	19.655	8.384	22.422	28.698	26.658	37.632	42.093
B4GALT1	34.658	31.059	23.888	29.609	16.821	5.685	29.782	24.649	9.722	2.21	1.515
CHD3	0.202	1.554	4.283	4.152	1.24	0.302	0.906	2.845	0.888	0.246	1.433
RNASE2	0	0	0	0	0.249	0	0	0	0	0	0
BCAP31	24.502	20.994	16.836	24.358	38.467	44.957	75.383	107.975	66.267	29.657	58.671
SLC25A44	11.425	21.598	15.889	27.489	107.439	37.538	21.316	21.07	40.153	9.37	10.264
CLDN22	0.111	0.631	0.461	0.271	0.032	0.353	1.216	0.91	0.747	0.63	0.773
CHD6	11.606	8.054	8.086	9.213	5.727	5.328	2.054	2.127	4.257	14.714	7.938
SELS	18.886	16.658	9.621	9.144	52.376	50.398	41.568	58.539	34.315	46.425	30.839
LOC541471	0	0	0	0.153	0.146	0	1.868	8.96	5.494	2.044	3.026
LOC728377	0	0	0	0.066	0.065	0.041	0.233	0.496	0.463	3.716	2.007
FAT2	1.377	1.794	1.691	2.251	1.162	0.104	0	0	0.136	0.027	0.019
LOC646329	0.268	0.218	0.107	0	0	0	0	0	0	0.151	0.072
ZNF81	0	0	0	0.042	0	0.206	0	0	0	0.349	0.776
NCRNA00116	0.859	0.253	0.355	0.164	0.142	1.195	2.406	4.921	3.591	2.538	5.504
LRRC4	41.745	28.555	22.958	15.934	7.933	6.522	0.456	0	0	2.975	3.772
OR52I1	0	0	0	0.112	0	0	0	0	0	0	0
CS	52.832	136.605	155.547	152.257	240.298	121.052	140.921	123.145	102.717	52.684	63.295
N4BP2	22.828	14.414	6.985	4.694	4.615	18.141	20.433	9.524	25.978	16.675	16.172
ZNF318	8.459	7.84	5.134	7.581	5.698	6.508	0.753	1.402	2.489	0.786	0.99
IGFBP7	0	0	0	0	0.073	0.03	0.026	0	0.036	2.884	0.799
NDNL2	40.875	15.249	6.759	10.238	0.89	1.358	3.375	2.763	9.893	20.724	10.395
ZNF609	5.166	5.12	8.116	7.541	1.538	2.833	1.439	2.13	3.324	6.74	5.909
SIRT4	1.76	0.927	0.34	2.871	2.267	3.233	0.068	1.014	0	1.713	0.227
MIR1244-3	0.208	0	0.076	0.366	1.881	2.771	27.062	8.017	19.715	4.051	3.856
POTEE	0.136	0.168	0.072	0.602	2.569	4.579	9.931	1.024	4.2	0.611	0.594
GOLGA6D	0.081	0.417	0.288	0.659	0.233	0.01	0	0	0	0	0.008
EXOSC10	17.045	8.891	7.738	13.837	56.731	48.961	36.877	24.362	41.536	40.132	29.303
ECE2	0.122	0.105	0.06	0.171	4.219	15.809	12.104	14.935	7.369	3.259	3.622
OVGP1	0	0	0	0.336	2.112	4.371	1.772	0	0	0.096	0.437
FAM194B	0	0	0	0.041	0	0	0	0	0	0	0
GTPBP3	0.12	0.792	0.382	0.311	15.479	25.793	6.371	9.485	4.87	8.687	6.649
PACS2	0.311	2.51	1.75	3.975	1.653	1.474	0.88	0.457	1.71	2.295	3.907
ARL4C	64.889	75.34	51.414	37.821	12.865	2.031	2.016	7.115	15.667	29.871	26.817
UBQLNL	0	0.213	0.104	0.34	0.108	0.021	0.078	0	0	0	0
ATG4B	1.262	7.122	3.551	5.633	5.424	8.553	12.287	31.17	3.301	7.777	17.41
RHOXF2B	0	0.466	0.419	2.483	62.985	97.263	10.278	12.585	0.45	0.041	0
PLEKHG2	0.244	0.216	0.194	0.165	0.513	0.803	0.393	0.202	0.138	0.972	2.201
GAGE13	0	0	0	0.346	1.22	1.616	0	2.221	0.158	0	0.005
NCEH1	21.064	20.243	5.706	6.817	3.18	4.386	5.635	2.127	18.945	2.805	1.489
AQP4	0	0.039	0	0.017	0	0	0	0	0	0.249	0.053
GALR1	0	0	0	0	0	0	0	0	0	0	0.112
FBRSL1	0.93	2.771	1.551	1.219	0.207	0.455	2.294	2.932	1.496	1.311	1.89
C16orf81	0	0	0	0	0	0	0	0	0	0.193	0
DCUN1D3	1.787	5.44	4.228	7.455	7.286	0.886	0.282	0.327	0.166	0.822	0.248
MIR4297	0	0	0	0	0.106	0	0	0	0	0	0
PAN2	8.508	4.827	3.53	7.397	2.136	0.153	0.392	0.388	0.71	0.453	1.907
CCRN4L	1.299	3.456	2.279	2.159	15.677	4.764	2.038	2.486	2.535	1.46	1.763
OR8A1	0	0	0	0.008	0	0	0.28	0	0	0	0
CBR4	4.819	7.526	6.009	6.949	1.963	2.325	5.865	4.779	6.2	8.835	14.372
KIFC1	2.611	3.979	2.557	8.446	15.775	11.02	8.449	9.535	9.56	5.665	11.394
SLC7A14	0.049	0.079	0.054	0.009	0.202	0.338	0.16	0.018	0.24	0.18	0.322
POC5	67.401	29.408	33.772	39.685	14.906	16.348	7.638	8.936	2	5.46	4.885
LHX5	0	0	0	0	0	0	0	0	0	0	0.089
F8A3	0.224	0.781	0.607	0.679	0.092	0.061	0	0	0.183	0.629	0.607
TRPC7	11.832	4.59	2.316	9.107	2.464	2.518	0.178	2.076	0	0	0
LPXN	1.3	1.283	0.338	0.861	0.493	0.246	0.731	0	0	5.343	0.999
SERPINA1	0	0	0	0	0	0	0	0	0	0	0.011
LOC285441	18.076	18.82	14.188	12.234	2.638	0.291	0	0	0	0	0.05
RPS13	1835.132	1833.499	3808.328	5838.956	7768.961	6140.186	4918.623	6225.783	4277.375	3237.333	3634.625
PRKAA1	2.3	2.445	1.585	5.463	13.987	8.218	3.552	2.878	2.707	2.536	2.46
FADS2	0	0	0.045	0.145	0.043	0.674	2.198	9.393	0	9.476	28.051
LOC286135	0	0.056	0	0.009	0.006	0	0	0	0	0	0
ENAH	15.546	17.382	12.564	13.691	10.455	19.079	18.982	8.877	28.375	39.267	34.73
C3orf33	39.602	37.97	20.827	12.096	3.702	4.939	1.318	0.304	0.716	5.296	3.129
FCGR1B	0.669	0.388	0.216	0.892	0.53	0.251	0	0	0	0	0
LIPH	0	0	0	0.893	0.136	0.215	18.142	4.656	2.599	0	0.111
CYP4F3	0	0	0	0.075	0.048	0.296	0	0	0	0	0
RCC2	87.762	47.08	47.222	38.552	13.45	24.559	45.27	62.797	64.843	78.913	53.376
ALDH1A2	69.925	38.337	22.857	40.298	9.491	0.11	0.09	0	0	0.565	0.323
RNF103	0.168	0.473	0.199	0	3.996	2.989	1.579	1.029	0.058	2.88	3.504
AHCY	67.698	42.393	46.828	92.457	60.396	79.535	79.111	200.367	95.37	122.967	189.212
LOC440461	0	0.055	0	0.06	0.244	0	0	0	0	0	0
ALG12	1.213	3.809	2.453	3.855	4.022	4.916	4.733	4.755	2.992	3.838	9.934
CCL17	0	0	0	0.081	0	0	0	0	0	0	0
ZNF543	1.579	3.998	2.19	3.391	3.182	3.385	4.24	1.056	5.091	2.289	3.064
ESRRG	0.704	0.816	0.55	0.922	0.206	0.047	0.703	0.146	2.139	0.047	0.061
C7orf70	787.917	829.874	803.143	502.971	114.108	12.674	4.762	15.782	22.784	13.158	4.858
CNGA1	0.118	0.142	0.028	0.075	0.163	4.028	0	0.116	5.038	0.095	0.447
ISPD	5.234	9.041	6.581	15.866	3.996	1.191	1.537	0.248	1.119	0.21	0.055
OTX1	0	0	0	0.195	4.081	0.388	0.019	0	0.037	0.041	0
RDH5	0	0.051	0	0.408	0.28	0.262	0.081	0	1.105	0.975	1.035
PTGFR	0	0	0	0	0.061	0.01	0	0	0	0	0.047
CDR2	40.911	36.896	23.208	16.094	147.327	80.041	7.316	11.182	56.181	25.938	21.239
NLGN2	0.248	1.95	1.113	0.667	0.531	0.232	0.239	2.525	0.036	7.054	5.199
EXOSC9	306.513	221.967	203.424	130.25	63.476	125.392	54.359	36.4	90.169	86.127	54.714
ZNF566	2.786	2.855	2.312	2.748	1.829	5.562	6.791	5.854	0.391	5.15	5.781
GPR12	0	0	0	0	0.007	0.021	0.028	0	3.965	0.288	0.012
KIAA0196	2.67	4.377	2.585	4.915	4.706	10.307	18.909	25.957	8.858	19.205	11.167
FAR2	6.356	11.834	8.431	14.789	2.908	0.588	1.268	0	0	2.042	3.555
PCDHA2	0	0	0	0	0	0.088	0	0	0	0.138	0.377
PDRG1	14.152	26.354	20.254	37.816	133.875	147.313	18.976	11.75	43.9	24.169	19.491
SSR3	28.877	8.651	8.711	14.398	22.578	39.204	55.414	41.232	36.861	45.33	42.817
MSI1	0.042	0.036	0	0.106	0.341	0.124	1.217	3.514	0.091	0.713	4.947
CC2D1A	0	1.495	0.82	2.233	0.425	0.965	1.343	6.327	2.067	1.412	1.923
CST9	0	0	0	0	0.105	0	0	0	0	0	0
PLAGL1	5.198	5.284	3.538	3.179	0.766	0.156	0	0	0	0.427	0.149
PCDHA11	0	0	0	0	0	0.094	0	0	0	0.189	1.75
SNORA13	0	0	0	0	0.294	0	0	0	0.108	0	0.041
FAM188A	33.553	133.493	140.069	97.38	27.392	30.512	11.983	5.176	0.457	2.568	6.026
ZNF778	0.488	4.442	2.373	3.167	18.75	4.468	1.338	0.42	0	0.843	1.61
RNF2	7.877	9.395	6.592	9.012	29.155	10.204	26.022	13.386	27.282	16.677	14.891
KLF6	0.902	0.773	0.754	1.671	2.002	0.833	15.201	34.585	43.735	73.457	67.863
THBD	0	0	0	0.193	0.316	0	0	0	0	0.493	0.125
NR5A1	0	0	0	0.012	0.006	0.039	0	0	0	0	0
DNAJC7	22.847	20.699	16.958	24.119	33.431	46.805	38.698	53.031	43.543	28.024	54.945
TM2D3	110.313	51.603	37.37	26.416	22.837	25.81	13.43	5.668	19.667	22.429	10.791
CLEC4C	4.491	12.395	4.989	28.689	4.028	3.042	0.019	0	0	0	0.032
PLAC2	0.13	0.036	0.167	0.098	1.898	13.045	14.075	7.295	6.499	0.607	0.461
FAAH	0	0	0	0	1.022	1.101	0.584	0.985	5.308	1.178	2.2
POLA1	9.113	10.996	6.61	11.294	7.782	12.236	3.4	1.05	2.324	3.739	4.528
TM7SF2	0	0.318	0.126	0.224	0.354	0.282	2.137	5.269	0	3.021	3.675
FLOT2	1.234	9.114	5.247	7.554	1.919	1.147	16.319	20.973	5.255	15.885	26.172
MAP4K1	0.21	0.297	0.45	0.912	0.693	0.301	0.131	5.94	11.107	2.234	2.659
SRP68	31.687	56.593	46.848	104.937	27.144	20.824	60.7	44.362	54.862	28.831	26.081
ARPC5	6.995	14.136	11.461	11.754	13.972	33.146	114.696	50.817	34.059	38.755	38.968
ZDHHC4	16.44	21.927	15.727	23.073	5.993	5.103	15.456	23.591	9.979	21.325	38.966
HECW2	1.1	1.207	1.351	2.383	0.617	0.02	0.945	0	0	0.792	0.283
LOC100190939	0.118	1.594	0.594	1.113	0.688	0.39	0.712	0.445	1.148	0.191	0.313
ANKRD42	3.676	7.218	4.493	7.619	4.754	3.949	1.636	0.121	2.721	0.633	1.544
ABCA8	0	0	0	0	0	0	0	0	0	0	0
